;;;;;Time;Utility;Suppressed;Step;Generalization degree 1;Generalization degree 2;Generalization degree 3;Generalization degree 4;Generalization degree 5;Generalization degree 6;Generalization degree 7;Generalization degree 8;Generalization degree 9
Dataset;UtilityMeasure;PrivacyModel;Algorithm;Suppression;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value;Value
Ihis;Loss;5-anonymity;RGR;0.1;103420.0;0.09589939640268243;96.0;2.0;0.7716750006702952;8.043542376061198E-5;8.043542376061198E-5;0.6675257616787766;0.7500201088559402;0.0025772850363299875;8.043542376061198E-5;0.07093315145990294;0.07093315145990294
Ihis;Loss;5-anonymity;RGR;0.1;103810.0;0.09587741509744764;6.0;3.0;0.7716599190283401;4.273131887281939E-5;5.027213985026807E-6;0.6675257616787766;0.7500201088559402;0.0025772850363299875;5.027213985026807E-6;0.07093315145990294;0.07093315145990294
Ihis;Loss;5-anonymity;RGR;0.1;104217.0;0.09587556188195728;0.0;4.0;0.771655897257152;4.0217711880299885E-5;5.027213985026807E-6;0.6675224102027866;0.7500201088559402;0.002574771429337468;5.027213985026807E-6;0.07093315145990294;0.07093315145990294
Ihis;Loss;5-anonymity;RGR;1.0;228371.0;0.14358687551961796;84659.0;0.0;0.8141866302919806;0.07093315145990294;0.07093315145990294;0.6903110504866343;0.7677332878649757;0.07093315145990294;0.07093315145990294;0.07093315145990294;0.07093315145990294
Ihis;Loss;5-anonymity;RGR;1.0;334166.0;0.09701899608601865;3076.0;1.0;0.7731731104378368;0.0025772850363299875;0.0025772850363299875;0.6675257616787766;0.7506443212590825;0.0025772850363299875;0.0025772850363299875;0.07093315145990294;0.07093315145990294
Ihis;Loss;5-anonymity;RGR;1.0;340021.0;0.09589939640268243;96.0;2.0;0.7716750006702952;8.043542376061198E-5;8.043542376061198E-5;0.6675257616787766;0.7500201088559402;0.0025772850363299875;8.043542376061198E-5;0.07093315145990294;0.07093315145990294
Ihis;Loss;5-anonymity;RGR;1.0;340777.0;0.09587741509744764;6.0;3.0;0.7716599190283401;4.273131887281939E-5;5.027213985026807E-6;0.6675257616787766;0.7500201088559402;0.0025772850363299875;5.027213985026807E-6;0.07093315145990294;0.07093315145990294
Ihis;Loss;5-anonymity;RGR;1.0;341371.0;0.09587556188195728;0.0;4.0;0.771655897257152;4.0217711880299885E-5;5.027213985026807E-6;0.6675224102027866;0.7500201088559402;0.002574771429337468;5.027213985026807E-6;0.07093315145990294;0.07093315145990294
Ihis;Discernibility;5-anonymity;RGR;0.02;75960.0;1.034212609337616E-4;42.0;0.0;3.519049789527308E-5;0.5000175952489476;3.519049789527308E-5;1.0;3.519049789527308E-5;1.0;3.519049789527308E-5;1.0;1.0
Ihis;Discernibility;5-anonymity;RGR;0.02;76070.0;6.823093175566022E-5;0.0;1.0;2.8152398316218463E-5;0.5;0.0;1.0;8.79762447381827E-6;1.0;0.0;1.0;1.0
Ihis;Discernibility;5-anonymity;RGR;0.05;78816.0;1.034212609337616E-4;42.0;0.0;3.519049789527308E-5;0.5000175952489476;3.519049789527308E-5;1.0;3.519049789527308E-5;1.0;3.519049789527308E-5;1.0;1.0
Ihis;Discernibility;5-anonymity;RGR;0.05;78910.0;6.823093175566022E-5;0.0;1.0;2.8152398316218463E-5;0.5;0.0;1.0;8.79762447381827E-6;1.0;0.0;1.0;1.0
Ihis;Discernibility;5-anonymity;RGR;0.1;104005.0;1.034212609337616E-4;42.0;0.0;3.519049789527308E-5;0.5000175952489476;3.519049789527308E-5;1.0;3.519049789527308E-5;1.0;3.519049789527308E-5;1.0;1.0
Ihis;Discernibility;5-anonymity;RGR;0.1;104130.0;6.823093175566022E-5;0.0;1.0;2.8152398316218463E-5;0.5;0.0;1.0;8.79762447381827E-6;1.0;0.0;1.0;1.0
Ihis;Discernibility;5-anonymity;RGR;1.0;317047.0;1.034212609337616E-4;42.0;0.0;3.519049789527308E-5;0.5000175952489476;3.519049789527308E-5;1.0;3.519049789527308E-5;1.0;3.519049789527308E-5;1.0;1.0
Ihis;Discernibility;5-anonymity;RGR;1.0;317312.0;6.823093175566022E-5;0.0;1.0;2.8152398316218463E-5;0.5;0.0;1.0;8.79762447381827E-6;1.0;0.0;1.0;1.0
