;;;;;;Privacy Strength;Records;QIs;Utility;Runtime;Suppressed;Suppressed Ratio;Variance;Variance (not suppressed)
Dataset;UtilityMeasure;PrivacyModel;Algorithm;Suppression Limit;Suppression Weight;Value;Value;Value;Value;Value;Value;Value;Value;Value
Cup;Loss;25-anonymity;RGR;0.05;0.25;25.0;63441.0;8.0;0.20630625150559406;8780.4;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.3;25.0;63441.0;8.0;0.20630625150559406;8955.2;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.35;25.0;63441.0;8.0;0.20630625150559406;8957.4;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.4;25.0;63441.0;8.0;0.20630625150559406;9385.4;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.45;25.0;63441.0;8.0;0.20630625150559406;9229.0;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.5;25.0;63441.0;8.0;0.20630625150559406;9063.4;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.1;0.0;25.0;63441.0;8.0;0.1715167800210165;9048.0;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.05;25.0;63441.0;8.0;0.1715167800210165;9414.2;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.1;25.0;63441.0;8.0;0.1715167800210165;9297.8;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.15;25.0;63441.0;8.0;0.1715167800210165;10060.6;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.2;25.0;63441.0;8.0;0.1715167800210165;9990.0;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.25;25.0;63441.0;8.0;0.1715167800210165;9776.6;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.3;25.0;63441.0;8.0;0.1715167800210165;9651.0;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.35;25.0;63441.0;8.0;0.1715167800210165;9815.8;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.4;25.0;63441.0;8.0;0.1715167800210165;9983.6;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.45;25.0;63441.0;8.0;0.1715167800210165;10149.6;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.5;25.0;63441.0;8.0;0.1715167800210165;10141.2;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.2;0.0;25.0;63441.0;8.0;0.15809699473066843;10640.2;12.0;1.891521255970114E-4;0.009849502649825679;0.009813074248945994
Cup;Loss;25-anonymity;RGR;0.2;0.05;25.0;63441.0;8.0;0.15809699473066843;10646.2;12.0;1.891521255970114E-4;0.009849502649825679;0.009813074248945994
Cup;Loss;25-anonymity;RGR;0.2;0.1;25.0;63441.0;8.0;0.15809699473066843;10862.4;12.0;1.891521255970114E-4;0.009849502649825679;0.009813074248945994
Cup;Loss;25-anonymity;RGR;0.2;0.15;25.0;63441.0;8.0;0.17132212461952542;9216.8;5.0;7.881338566542141E-5;0.0021760213818814477;0.002161203901073442
Cup;Loss;25-anonymity;RGR;0.2;0.2;25.0;63441.0;8.0;0.17132212461952542;9391.8;5.0;7.881338566542141E-5;0.0021760213818814477;0.002161203901073442
Cup;Loss;25-anonymity;RGR;0.2;0.25;25.0;63441.0;8.0;0.17132212461952542;9556.4;5.0;7.881338566542141E-5;0.0021760213818814477;0.002161203901073442
Cup;Loss;25-anonymity;RGR;0.2;0.3;25.0;63441.0;8.0;0.17132212461952542;9537.6;5.0;7.881338566542141E-5;0.0021760213818814477;0.002161203901073442
Cup;Loss;25-anonymity;RGR;0.2;0.35;25.0;63441.0;8.0;0.17132212461952542;9692.2;5.0;7.881338566542141E-5;0.0021760213818814477;0.002161203901073442
Cup;Loss;25-anonymity;RGR;0.2;0.4;25.0;63441.0;8.0;0.17132212461952542;9382.6;5.0;7.881338566542141E-5;0.0021760213818814477;0.002161203901073442
Cup;Loss;25-anonymity;RGR;0.2;0.45;25.0;63441.0;8.0;0.17132212461952542;9549.0;5.0;7.881338566542141E-5;0.0021760213818814477;0.002161203901073442
Cup;Loss;25-anonymity;RGR;0.2;0.5;25.0;63441.0;8.0;0.17132212461952542;9624.4;5.0;7.881338566542141E-5;0.0021760213818814477;0.002161203901073442
Cup;Loss;25-anonymity;RGR;0.3;0.0;25.0;63441.0;8.0;0.1335735865978833;11799.2;24.0;3.783042511940228E-4;0.00726834969187608;0.007183166150785235
Cup;Loss;25-anonymity;RGR;0.3;0.05;25.0;63441.0;8.0;0.1335735865978833;11778.0;24.0;3.783042511940228E-4;0.00726834969187608;0.007183166150785235
Cup;Loss;25-anonymity;RGR;0.3;0.1;25.0;63441.0;8.0;0.14339529682545793;11085.4;24.0;3.783042511940228E-4;0.009436130923363989;0.009358591261226354
Cup;Loss;25-anonymity;RGR;0.3;0.15;25.0;63441.0;8.0;0.14339529682545793;11913.8;24.0;3.783042511940228E-4;0.009436130923363989;0.009358591261226354
Cup;Loss;25-anonymity;RGR;0.3;0.2;25.0;63441.0;8.0;0.17123403400460382;10126.4;12.0;1.891521255970114E-4;0.0021698753814327764;0.002134292389129284
Cup;Loss;25-anonymity;RGR;0.3;0.25;25.0;63441.0;8.0;0.17123403400460382;9672.4;12.0;1.891521255970114E-4;0.0021698753814327764;0.002134292389129284
Cup;Loss;25-anonymity;RGR;0.3;0.3;25.0;63441.0;8.0;0.1712784392813113;10177.8;12.0;1.891521255970114E-4;0.002173829477532872;0.002138259216651476
Cup;Loss;25-anonymity;RGR;0.3;0.35;25.0;63441.0;8.0;0.1712784392813113;10529.4;12.0;1.891521255970114E-4;0.002173829477532872;0.002138259216651476
Cup;Loss;25-anonymity;RGR;0.3;0.4;25.0;63441.0;8.0;0.1712784392813113;10546.8;12.0;1.891521255970114E-4;0.002173829477532872;0.002138259216651476
Cup;Loss;25-anonymity;RGR;0.3;0.45;25.0;63441.0;8.0;0.1712784392813113;10380.6;12.0;1.891521255970114E-4;0.002173829477532872;0.002138259216651476
Cup;Loss;25-anonymity;RGR;0.3;0.5;25.0;63441.0;8.0;0.1712784392813113;10311.6;12.0;1.891521255970114E-4;0.002173829477532872;0.002138259216651476
Cup;Loss;25-anonymity;RGR;1.0;0.0;25.0;63441.0;8.0;0.1434932403200575;167331.6;24.0;3.783042511940228E-4;0.009554865264339778;0.009477369093004152
Cup;Loss;25-anonymity;RGR;1.0;0.05;25.0;63441.0;8.0;0.1434932403200575;194434.0;24.0;3.783042511940228E-4;0.009554865264339778;0.009477369093004152
